Tribal Government	California		Karuk Tribe Housing Authority (Tdhe Karuk Tribe)	Karuk Tribe Housing Authority COVID-19 Emergency Rental Assistance Program (ERAP)	The Karuk Tribe Housing Authority (KTHA) is happy to announce that funding has been received to provide an Emergency Rental Assistance Program (ERAP) for the payment of rents and utilities, including past due amounts, to eligible households, who are experiencing financial hardships due to the Covid-19 Pandemic. This has been a financially difficult time for all of us, and KTHA is happy to help families get back on their feet!	https://www.karuk.us/index.php/information/62-announcements/581-covid-19-emergency-rental-assistance-program		80% AMI or less, COVID Hardship, Housing Instability, Current Lease, Tribal ID	Eviction Notice, Past Due Rent	Unknown	Tribal ID	No		Karuk Tribe Housing Authority (Tdhe Karuk Tribe)	Housing/Development/Finance Authority/Corporation	$5,180,444.72	ERA Program - Treasury	Tenant	Unknown					Unknown		Unknown		Unknown	Unknown			Unknown					4/30/2021	Karuk Tribe Housing Authority (Tdhe Karuk Tribe)	41.7046046, -122.6188
Tribal Government	California		Kashia Band Of Pomo Indians	Kashia Band of Pomo Indians COVID Emergency Rental Assistance Program	Kashia Band Of Pomo Indians is offering Emergency Rental Assistance as a result of COVID-19.	https://www.stewartspoint.org/wp2/housing/		80% AMI or less, COVID Hardship, Proof of Residency (General), Current Lease, Unspecified, Tribal ID		Unknown	Tribal ID	Unknown		Kashia Housing Department	Department of Housing/Community/Economic Development	$763,322.54	ERA Program - Treasury	Tenant	Both	12 months				Self-Attestation NOT Permitted		Unknown		Unknown	Unknown								5/5/2021	Kashia Band Of Pomo Indians	38.4574777, -122.7343957
Tribal Government	California		Mesa Grande Band of Mission Indians	Mesa Grande Band of Mission Indians Emergency Rental Assistance	We are pleased to announce that the Tribe may be able to assist you with a portion of your home rent payment.	https://www.mesagrandeband-nsn.gov/wp-content/uploads/Rent-assistant-letter.pdf		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified, Tribal ID		Unknown	W-9/Payee Information, Tribal ID	No		Mesa Grande Band of Mission Indians	Tribal Government - Unspecified	$379,034.14	ERA Program - Treasury	Tenant	Unknown					Unknown		Unknown		Unknown	Unknown			Unknown		https://www.mesagrandeband-nsn.gov/wp-content/uploads/Rent-assistant-letter.pdf			6/7/2021	Mesa Grande Band of Mission Indians	33.1416465, -116.7866783
Tribal Government	California		North Fork Rancheria Indian Housing Authority (NFRIHA)	North Fork Rancheria Indian Housing Authority Emergency Shelter Program	The North Fork Rancheria Indian Housing Authority (NFRIHA) has established an Emergency Shelter Program in response to Coronavirus Disease 2019 (COVID-19) pandemic. The program will provide emergency shelter necessary to quarantine/isolate away from other household members due to COVID-19. This program is intended to protect health and prevent person to person transmission of COVID-19.	https://www.northforkrancheria-nsn.gov/iha/housing-programs/		80% AMI or less, Housing Instability, Tribal ID		Unknown	Tribal ID	No		North Fork Rancheria Indian Housing Authority (NFRIHA)	Housing/Development/Finance Authority/Corporation	$1,315,246.06	ERA Program - Treasury	Unknown	Unknown					Self-Attestation NOT Permitted		Unknown		Unknown	Unknown			Yes	Relocation Expenses, Hotel/Motel Stays				5/10/2021	North Fork Rancheria Indian Housing Authority (NFRIHA)	37.2316651, -119.4915583
Tribal Government	California		Northern Circle Indian Housing Authority	Northern Circle Indian Housing Authority Emergency Rental Assistance Program (ERAP)	Up to 12 months of Emergency Rental and Utility assistance (current and past due) to eligible households living in the private market or NCIHA managed homes within the United States. Funds are received by NCIHA through the U.S. Department of Treasury and are administered through NCIHA’s Resident Services Department.	https://nciha.org/erap-application/		80% AMI or less, COVID Hardship, Current Lease, Tribal ID	Past Due Rent	Unknown	Tribal ID	No		Northern Circle Indian Housing Authority	Housing/Development/Finance Authority/Corporation	$5,311,386.00	ERA Program - Treasury	Unknown	Both	12 months				Self-Attestation Permitted		Yes		Unknown	Yes	12	Water, Sewer, Electricity, Trash, and Home Heating (i.e. Gas, Wood/Pellets and Oil)	Unknown					5/12/2021	Northern Circle Indian Housing Authority	39.17999210000001, -123.2241701
Tribal Government	California		Picayune Rancheria of the Chukchansi Indians	Picayune Rancheria of the Chukchansi Indians Rental Assistance Program	The Picayune Rancheria Housing Department received a direct allocation of Emergency Rental Assistance (ERA) funding from the U.S. Department of the Treasury to assist eligible households with rental assistance and utilities to ensure housing stability.	https://chukchansitribe.net/rental-assistance-program/		80% AMI or less, Unspecified		Unknown		Unknown		Chukchansi Indian Housing	Department of Housing/Community/Economic Development	$1,053,034.56	ERA Program - Treasury	Tenant	Both					Unknown		Unknown		Unknown	Yes			Yes		https://chukchansitribe.net/rental-assistance-program/rental-assistance-program-flyer/			6/21/2021	Picayune Rancheria of the Chukchansi Indians	37.328156, -119.6496703
Tribal Government	California		Pit River Tribe	Pit River Tribe Emergency Rental and Utilities Assistance	Pit River Social Services EMERGENCY Assistance Rental and Utilities cost are required to give preference in its U.S. Department of Treasury Emergency Rental/Utilities Assistance funded programs to Native American households. Non-natives are allowed to participate but only after Native American applicants have been housed. All programs listed below are funded under these regulations. Rent is based on income	http://pitrivertribe.org/socialservices/		80% AMI or less, Tribal ID		Unknown	Tribal ID	Unknown		Pit River Tribe Social Services	Department of Social Services/Human Services	$1,549,360.30	ERA Program - Treasury	Tenant	Unknown					Self-Attestation NOT Permitted		Yes	Native American Households	First-come first-served				Unknown					5/12/2021	Pit River Tribe	40.7562607, -122.3705646
Tribal Government	California		Quartz Valley Indian Reservation	Quartz Valley Indian Reservation Emergency Rental Assistance Program	The U.S. Department of the Treasury has awarded the Quartz Valley Indian Reservation (“the Tribe”) funding under the Emergency Rental Assistance Program (“ERA Funding”) adopted by Division N, Title V of HR 133-888, commencing with Section 500, to provide emergency rental and utility assistance to tenants and homebuyers and other eligible households.	http://www.qvir.com/forms.html		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General)	Eviction Notice, Past Due Rent	Unknown	W-9/Payee Information	Yes		Quartz Valley Indian Reservation	Tribal Government - Unspecified	$588,660.66	ERA Program - Treasury	Tenant	Both	12 months	12 months			Self-Attestation Permitted	COVID Hardship, Housing Instability	Yes	Tenant in Tribal Designated Housing	First-come first-served	Yes	12 months	water, sewer, electricity, natural gas, propane, and garbage collection	Yes	Uncategorized Housing Expenses	http://www.qvir.com/forms.html	http://www.qvir.com/uploads/2/8/6/9/2869254/022021_emergency_rental_assistance_policies_rapport_rev_0216_mss_edit.pdf	http://www.qvir.com/uploads/2/8/6/9/2869254/022021_emergency_rental_assistance_program_application_rev_rapport_0216_mss_edit.pdf	6/7/2021	Quartz Valley Indian Reservation	41.6162112, -122.9738283
Tribal Government	California		Quechan Tribally Designated Housing Entity	Quechan Tribally Designated Housing Entity	The QHA Emergency Rental Assistance Program helps renters who suffered disruption and/or loss of income due to the COVID-19 pandemic by assisting with past due rent and utilities.	https://www.quechantribe.com/departments-housing.html		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified, SSN: Tribal ID	Eviction Notice	Unknown	W-9/Payee Information	Unknown		Quechan Tribally Designated Housing Entity	Tribal Government - Unspecified	$2,172,813.58	ERA Program - Treasury	Tenant	Both					Self-Attestation Permitted	Housing Instability	Unknown		Unknown	Yes			Unknown		https://www.quechantribe.com/departments-housing.html	https://www.quechantribe.com/documents/documents/ERA_Complete_Application_05112021.pdf		7/19/2021	Quechan Tribally Designated Housing Entity	32.7383209, -114.6127805
Tribal Government	California		Resighini Rancheria	Resighini Rancheria Emergency Rental Assistance Program	Additional COVID-19 Funds have become available to assist Tribal Citizens with their rental assistance needs. These funds are available to Tribal Citizens regardless of where they live, so long as they meet certain income guidelines. Completed applications, along with all required documents, can be emailed to office@resighinirancheria.com	http://resighinirancheria.com/2021/03/26/4969/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified, Tribal ID (anywhere in U.S.)		Unknown	Tribal ID	No		Resighini Rancheria	Tribal Government - Unspecified	$64,489.02	ERA Program - Treasury	Tenant	Unknown			TOTAL: $1,500		Self-Attestation Permitted	COVID Hardship	Unknown		First-come first-served	Yes		Water, sewer, electricity, natural gas, propane, and trash removal	Unknown		http://resighinirancheria.com/wp-content/uploads/2021/03/Emergency-Rental-Assistance_COVID_Application_final.pdf	http://resighinirancheria.com/2021/03/26/4969/		5/12/2021	Resighini Rancheria	41.5133976, -124.022632
Tribal Government	California		San Pasqual Band Of Mission Indians	San Pasqual Band Of Mission Indians Emergency Rental Assistance Program (ERAP)	The primary objective of the San Pasqual Emergency Rental Assistance Program is to ensure low-income people remain stably housed as the economic fallout from the coronavirus pandemic continues. The COVID-19 relief package provides states, Tribes, and jurisdictions with flexibility in the evidence they require for applicants to prove housing instability.	https://www.sanpasqualbandofmissionindians.org/departments/housing-and-community-development		80% AMI or less, COVID Hardship, Housing Instability, Open to All Regardless of Citizenship Status		Yes		No		San Pasqual Housing & Community Development	Department of Housing/Community/Economic Development	$471,779.54	ERA Program - Treasury	Tenant	Both	15 months	12 months			Self-Attestation Permitted	Housing Instability	Yes	At-risk for eviction	Unknown	Yes	15	Natural gas, electricity, propane, and wood	Unknown		https://corecanvas.s3.amazonaws.com/sanpasqual-723a8d62/media/original/60625c5ef11000_ERAP%20Policy%20v2.pdf			5/12/2021	San Pasqual Band Of Mission Indians	33.2140791, -116.9752023
Tribal Government	California		Santa Rosa Band of Cahuilla Indians	Santa Rosa Band of Cahuilla Indians Emergency Rental Assistance Program	Dept. of Treasury Emergency Rental Assistance has financial assistance available for rent, rental arrears, utilities and home energy cost, utilities and home energy cost arreas, and other expenses reltaed to housing incurred due directly or indirectly, to the COVID-19 pandemic. First come, first serve and or until funds have been expensed. Submissions of Emergency Rental Assistance applications begin March 1, 2021.	https://santarosacahuilla-nsn.gov/component/content/category/2-uncategorised.html		80% AMI or less, COVID Hardship, Housing Instability, Current Lease, Unspecified		No		Unknown		Santa Rosa Tribal Office	Tribal Government - Unspecified	$78,118.33	ERA Program - Treasury	Tenant	Both	15 months	12 months			Self-Attestation Permitted	COVID Hardship	Yes		First-come first-served	Yes		Electricity,gas,water,sewer,and trash removal	Yes	Relocation expenses, Hotel/Motel Stays, Uncategorized Housing Expenses	https://santarosacahuilla-nsn.gov/images/pdf/SRBCI_-_ERAP_Policy_and_Procedures_3-18-21.pdf	https://www.facebook.com/santarosacahuilla/?__tn__=-UC*F		6/21/2021	Santa Rosa Band of Cahuilla Indians	33.55757140000001, -116.531784
Tribal Government	California		Tolowa Dee-Ni' Nation	Tolowa Dee-Ni' Nation Emergency Rental Assistance Program - COVID-19	Eligible Households may receive up to 12 months of rental & utility assistance, as well as payment of any back rent you owe. There are no geographic restrictions, so Tolowa Households anywhere in the US can receive assistance if you meet the eligibility criteria. 	https://www.tolowa-nsn.gov/new-rental-assistance-available/		80% AMI or less, Unspecified, Tribal ID		Unknown	Tribal ID	No		Tolowa Dee-Ni' Nation	Tribal Government - Unspecified	$1,256,454.04	ERA Program - Treasury	Tenant	Unknown	12 months	12 months			Self-Attestation NOT Permitted		Unknown		Unknown	Yes		electricity, water, sewer, and any home-heating bill such as oil, gas, or wood	Unknown					5/12/2021	Tolowa Dee-Ni' Nation	41.9300469, -124.1415828
Tribal Government	California		Yurok Indian Housing Authority	Yurok Indian Housing Emergency Rental Assistance Program	The Emergency Rental Assistance Program provides temporary emergency assistance to Yurok Tribal households that have experienced loss of income or increased expenses due to COVID-19.	https://www.yurokhousing.com/alert_detail.php		80% AMI or less, COVID Hardship, Housing Instability, Current Lease, Unspecified, Tribal ID	Past Due Rent	Unknown	Tribal ID	Unknown		Yurok Indian Housing Authority	Housing/Development/Finance Authority/Corporation	$5,835,594.46	ERA Program - Treasury	Tenant	Both					Self-Attestation Permitted	COVID Hardship	No		Unknown	Yes			Unknown					5/19/2021	Yurok Indian Housing Authority	41.5761283, -124.0734251
State	Colorado			Colorado Emergency Rental Assistance Program (ERAP)	The Program provides rental assistance on behalf of qualifying renter households to prevent housing instability, potential eviction, and financial hardships for tenants and landlords as a result of the COVID-19 pandemic.	https://cdola.colorado.gov/rental-mortgage-assistance	State of Colorado, Denver, Colorado Springs, Aurora, Boulder County, El Paso County	80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Open to All Regardless of Citizenship Status	Eviction Notice, Past Due Rent	Yes	W-9/Payee Information	No		Department of Local Affairs	Department of Community Affairs	$312,592,022.10	ERA Program - Treasury	Both	Both	15 months	12 months	TOTAL: 150% FMR or less		Self-Attestation Permitted	Income Non-Traditional	Yes	Applicants with eviction notices, applicants on waitlist from previous programs, and applicants outside of jurisdictions that received federal rental assistance funds, while those funds last.	Unknown	No			No		https://drive.google.com/file/d/1C4PJL6Nt8RyB8UhnNcI1i5gtxo6BsCEH/view			3/29/2021	Colorado	39.5500507, -105.7820674
County	Colorado	Adams County		Adams County Emergency Rental Assistance Program	Adams County – in partnership with Maiker Housing Partners, Brighton Housing Authority, and Commerce City Housing Authority – may be able to help through the Adams County Emergency Rental Assistance (ERA) Program.	https://adamscountycovid19.org/adams-county-emergency-rental-assistance-program		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified		Unknown		No		Adams County	City/County Department - Unspecified	$14,124,604.60	ERA Program - Treasury	Tenant	Both	12 months				Self-Attestation NOT Permitted		Yes		First-come first-served	Yes		Gas, Electric, Water. Sewer, Trash, Internet	Yes	Internet	https://adamscountycovid19.org/adams-county-emergency-rental-assistance-program	https://www.adcogov.org/news/adams-county-launches-emergency-rental-assistance-program		4/16/2021	Adams County, Colorado	39.8398269, -104.1930918
County	Colorado	Araphoe County		Araphoe County Rent, Mortgage and Utility Assistance	The goal of this program is to keep families in their homes with the heat and lights on. This assistance program helps to alleviate short-term financial stress on housing needs, so that families can focus resources on other basic and critical needs. Funding for this program is limited and submitting an application is not a guarantee of assistance.	https://www.arapahoegov.com/1662/Rent-and-Mortgage-Assistance		COVID Hardship, Proof of Residency (General), Current Lease, U.S. Citizens/Legal Aliens only		Unknown		Unknown		Araphoe County	City/County Department - Unspecified	$9,837,173.20	ERA Program - Treasury	Tenant	Unknown					Self-Attestation NOT Permitted		Unknown		Unknown	Yes			No		https://www.arapahoegov.com/1662/Rent-and-Mortgage-Assistance			4/16/2021	Araphoe County, Colorado	39.62031, -104.332644
County	Colorado	Douglas County		Douglas County Emergency Rental Assistance	Douglas County residents who are behind on their rent or utility payments due to COVID-19 financial impacts may be eligible for assistance through the Emergency Rental Assistance Program. Review eligibility details below and apply if qualified to receive help with previously missed or late payments, and future payments.	https://www.douglas.co.us/rent-assistance/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified	Past Due Rent, Past due utilities	Unknown		No		Douglas County	City/County Department - Unspecified	$10,522,694.00	ERA Program - Treasury	Tenant	Both	12 months		TOTAL: $6,000	10-20% depending on AMI	Self-Attestation Permitted	COVID Hardship, Income, Income Non-Traditional	Unknown		Unknown	Yes		gas, water and sewer, trash removal and energy costs	No		https://www.douglas.co.us/rent-assistance/	https://www.douglas.co.us/documents/emergency-rent-assistance-program-manual.pdf/		4/16/2021	Douglas County, Colorado	39.2587106, -104.9388853
County	Colorado	Jefferson County		Jefferson County Emergency Assistance COVID-19	Unable to make rental payments because of financial hardships related to the COVID-19 pandemic? The ERA program may be able to assist with rent, utilities, deposit assistance, and internet (only available for renters). All applicants must meet income eligibility criteria and must have a documented loss of income due to COVID-19.	https://www.jeffco.us/4021/Emergency-Assistance-COVID-19		80% AMI or less, COVID Hardship, Housing Instability, Unspecified		Unknown		Unknown		Jefferson County	City/County Department - Unspecified	$17,541,464.70	ERA Program - Treasury	Tenant	Unknown					Self-Attestation NOT Permitted		Unknown		Unknown	Yes			Yes	Relocation Expenses, Internet	https://www.jeffco.us/4021/Emergency-Assistance-COVID-19			4/16/2021	Jefferson County, Colorado	39.5800298, -105.2662931
County	Colorado	Larimer County		Larimer County Emergency Rent Assistance Program	Larimer County has Emergency Rent and Utility Assistance (ERAP) funds that can help people stay in their homes by paying back rent and utilities, and more.  Certain guidelines must be met to receive payments. Landlords: The Property Owners Program (POP) that was offered in 2020 has expired. Please use ERAP for rent assistance on behalf of your tenants.	https://www.larimer.org/erap		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Open to All Regardless of Citizenship Status	Eviction Notice, Past Due Rent	Yes		Unknown		Larimer County	City/County Department - Unspecified	$10,740,667.90	ERA Program - Treasury	Tenant	Both	15 months	12 months			Self-Attestation Permitted	Income Non-Traditional	Unknown		First-come first-served	Yes	12 months		Unknown					8/5/2021	Larimer County, Colorado	40.6955572, -105.5943388
County	Colorado	Weld County		Emergency Rental and Utility Assistance (ERA)	Weld County residents struggling to pay rent or utilities due to COVID-19 can apply for assistance. The county announced on Tuesday it received $9.7 million to help eligible residents as part of the U.S. Department of the Treasury Emergency Rental Assistance program.	https://www.weldgov.com/departments/human_services/emergency_rental_and_utility_assistance___e_r_a_		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified, SSN		Unknown		No		Department of Human Services	Department of Social Services/Human Services	$9,700,000.00	ERA Program - Treasury	Tenant	Arrears only	12 months				Self-Attestation NOT Permitted		Yes	Households at-risk of eviction	Unknown	Yes			No		21/02/16/weld-county-receives-9-7-million-for-rent-utility-bill-assistance/			2/19/2021	Weld County, Colorado	40.3920718, -104.7158226
Tribal Government	Colorado		Southern Ute Indian Tribe	Southern Ute Emergency Rental Assistance Program	The Southern Ute Indian Housing Authority has received a fund called the EMERGENCY RENTAL ASSISTANCE PROGRAM (ERAP). This funding will help with ANY person renting within the exterior boundaries of the Southern Ute Indian Reservation.	https://www.sudrum.com/news/2021/05/07/emergency-rental-assistance-program-erap/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified		Unknown		Unknown		Southern Ute Indian Housing Authority	Housing/Development/Finance Authority/Corporation	$1,677,932.88	ERA Program - Treasury	Tenant	Unknown					Unknown		Unknown		Unknown	Unknown			Unknown		https://www.sudrum.com/news/2021/05/07/emergency-rental-assistance-program-erap/			7/14/2021	Southern Ute Indian Tribe	37.1076816, -107.6439677
Tribal Government	Colorado		Ute Mountain Ute Tribe	Ute Indian Tribe Emergency Rental Assistance Program	The Emergency Rental Assistance Program (“Program”) shall be administered by the Ute Indian Housing Authority (“UIHA”), to provide rental and utility assistance to eligible Ute Tribe member households and other eligible households. The Program is federally funded through the United States Treasury Department. Assistance provided to eligible households under the Program is contingent upon the availability of Program funding.	http://www.utetribe.com/images/Departments/Bulletin/Paper/BulletinApril5.pdf		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified	Eviction Notice, Past Due Rent, Past due utility, unsafe or unhealthy living conditions	Unknown	W-9/Payee Information	Yes	10 days	Ute Indian Housing Authority	Housing/Development/Finance Authority/Corporation	$1,627,347.88	ERA Program - Treasury	Tenant	Both	15 months	12 months	MONTHLY: FMR		Self-Attestation Permitted	COVID Hardship, Housing Instability, Lease	Yes		First-come first-served	Yes	15 months	internet, electricity, gas, water and sewer, trash removal, and energy costs, such as fuel oil	Yes	Relocation Expenses, Late Fees, Internet	http://www.utetribe.com/images/Departments/Bulletin/Paper/BulletinApril5.pdf			7/14/2021	Ute Mountain Ute Tribe	37.0900098, -108.7334982
State	Connecticut			UniteCT	Acting through the Department of Housing (DOH), the State of Connecticut is developing the UniteCT Program. This $235million program will provide rental and utility payment assistance to qualified Connecticut households financially impacted by the COVID-19 pandemic.  The intention of UniteCT is to help stabilize Connecticut’s Rental Housing Market.	https://portal.ct.gov/DOH/DOH/Programs/UniteCT		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Open to All Regardless of Citizenship Status	Eviction Notice, Past Due Rent, Past due utility, cost burden	No	W-9/Payee Information, Waive Late Fees, Eviction Restrictions During Covered Period, Accept Decreased Payment Amount, Rental Ledger	No		Connecticut Department of Housing	Department of Housing/Community/Economic Development	$235,873,751.10	ERA Program - Treasury	Both	Both	12 months		TOTAL: $15,000		Self-Attestation Permitted	COVID Hardship, Income Non-Traditional	Yes		First-come first-served	Yes			Yes	Relocation Expenses	https://portal.ct.gov/DOH/DOH/Programs/UniteCT	https://portal.ct.gov/-/media/DOH/UniteCT/UniteCT-Condensed-GLs.pdf		3/17/2021	Connecticut	41.6032207, -73.087749
State	Delaware			Delaware Housing Assistance Program (DEHAP)	DSHA will begin accepting applications for the Delaware Housing Assistance Program (DEHAP) on Monday, March 22, 2021. DEHAP provides emergency housing assistance to renters affected by shutdowns, closures, layoffs, reduced work hours, unpaid leave or financial hardship related to the COVID-19 health crisis.	https://decovidhousinghelp.com/		80% AMI or less, COVID Hardship, Housing Instability, Open to All Regardless of Citizenship Status		Yes	Eviction Restrictions During Covered Period	No		Delaware State Housing Authority	Department of Housing/Community/Economic Development	$200,000,000.00	ERA Program - Treasury	Both	Both	15 months		MONTHLY: $2,000		Self-Attestation Permitted	COVID Hardship	Unknown		Unknown	No		Utilities stated in lease and paid to landlord.	Yes	Late Fees, Uncategorized Housing Expenses	https://www.delawarepublic.org/post/delawares-federally-funded-emergency-rental-assistance-program-reopens-next-week			3/22/2021	Delaware	38.9108325, -75.52766989999999
State	District of Columbia			STAY DC	STAY DC is a financial assistance program for D.C. renters and housing providers who are looking for support to cover housing and utility expenses and offset the loss of income. Apply today to receive money you can use to help you pay for your rent, gas, water, and electricity.	https://stay.dc.gov/#apply		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Open to All Regardless of Citizenship Status	Eviction Notice, Past Due Rent	Yes	Eviction Restrictions During Covered Period	Yes		Department of Human Services (DHS), Office of the Deputy Mayor for Planning and Economic Development (DMPED), the Office of the Deputy Mayor for Health and Human Services (DMHHS), Department of Housing and Community Development (DHCD).	Collaboration	$200,000,000.00	ERA Program - Treasury	Both	Both	18 months	12 months			Self-Attestation Permitted	COVID Hardship, Income, Income Non-Traditional, Housing Instability, Lease	No		Unknown	Yes		Electricity, Gas, Water and sewer	Unknown		https://mayor.dc.gov/release/mayor-bowser-announces-350-million-rent-and-utility-assistance-program-dc-residents			4/12/2021	District of Columbia	38.9071923, -77.0368707
State	Florida			Opportunities for Utilities and Rental Assistance (OUR) Florida	OUR (Opportunities for Utilities and Rental Assistance) Florida Program is Florida’s federally-funded emergency rental assistance relief program to support residents and businesses as they continue to recover and rebuild. OUR Florida provides renters who qualify with relief on unpaid rent and utility bills, and supports landlords and utilities with relief on lost revenue to support their continued recovery.	https://www.ourflorida.com/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified	Eviction Notice, Past Due Rent, Household income is less than 30% AMI;  Housing costs exceed 50% household income; At least one household member has moved due to economic reasons at least twice in the last 60 days; Household has been notified that their right to occupy their current housing will be terminated, including at the end of the eviction moratorium; Applicant lives in a hotel or motel.	Yes	W-9/Payee Information, Rental Registry	Yes		Florida Department of Children and Families	Other	$871,237,608.50	ERA Program - Treasury	Both	Both	15 months	12 months	TOTAL: $15,000		Self-Attestation Permitted	Income Non-Traditional, Lease	Yes		First-come first-served	Yes	15 months	Electricity, gas, water and sewer, and trash removal	Yes	Uncategorized Housing Expenses	https://www.ourflorida.com/faqs/	https://www.ourflorida.com/applicant-assistance/utilities/		5/14/2021	Florida	27.6648° N, 81.5158° W
County	Florida	Alachua County		Alachua County Emergency Rental Assistance Program (ERAP)	The Alachua County Emergency Rental Assistance Program (ERAP) is a Federal Grant which is intended to assist households who are unable to pay or are having difficulty paying rent and/or utilities due to the COVID-19 pandemic. It can assist eligible households with the payment of late rent and/or utilities and may also assist with the payment of rent in advance. Payments will generally be made only to landlords/property managers and/or utility companies, not to the households themselves. Each household is limited to $15,000 of assistance.	https://info.alachuacounty.us/2021/ERAP/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified		Yes	W-9/Payee Information	No		Alachua County	City/County Department - Unspecified	$8,123,938.40	ERA Program - Treasury	Both	Both	15 months	12 months	TOTAL: $20,000		Self-Attestation Permitted	COVID Hardship, Income, Lease	Yes		Unknown	Yes	12 months	Electricity, gas, water & sewer, trash removal, and energy costs, such as fuel oil are covered	Yes	Relocation Expenses, Internet, Uncategorized Housing Expenses	https://www.wcjb.com/2021/03/13/families-in-need-can-receive-up-to-15000-for-rental-assistance-in-alachua-county/			3/15/2021	Alachua County, Florida	29.6579549, -82.3017728
County	Florida	Brevard County		Brevard County COVID-19 Emergency Rental and Utility Assistance Program	The Emergency Rental Assistance Program provides financial assistance and housing stability services, including rent, rental arrears, utilities and home energy costs, utilities and home energy costs arrears, and other expenses related to housing incurred due, directly or indirectly, to the novel coronavirus disease. Assistance is restricted to households whose income is at or below 80% of area median income ($55,350 for a family of four).	http://www.brevardfl.gov/HumanServices		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified	Eviction Notice, Past Due Rent	Unknown	W-9/Payee Information, Rental Ledger	Unknown		Department of Housing and Human Services	Department of Housing/Community/Economic Development	$18,176,052.60	ERA Program - Treasury	Both	Both					Self-Attestation Permitted	Income Non-Traditional	Unknown		First-come first-served	Yes			Yes	Uncategorized Housing Expenses	http://www.brevardfl.gov/docs/default-source/housing-human-services-documents/coronavirus-assistance/emergency-rental-assistance-application.pdf?sfvrsn=cb98e3e7_2	http://www.brevardfl.gov/HumanServices	https://www.floridatoday.com/story/news/local/2021/02/12/brevard-opens-applications-18-million-rental-assistance-program/6740010002/	3/5/2021	Brevard County, Florida	28.263933, -80.7214417
County	Florida	Broward County		Broward County Rental Assistance Program	The Broward County Commission, with funding from the federal Emergency Rental Assistance program, will be allocating emergency funding to eligible residents who are unable to pay rent and utilities due to the COVID-19 pandemic.	https://www.broward.org/RentAssistance/Pages/default.aspx		80% AMI or less, COVID Hardship, Housing Instability, Unspecified	Eviction Notice	Yes		Yes		Broward County	City/County Department - Unspecified	$58,965,474.60	ERA Program - Treasury	Tenant	Both	15 months	12 months			Self-Attestation Permitted	COVID Hardship	No		Unknown	Yes		electricity, gas, water and sewer, trash removal and energy costs, such as fuel oil.	Yes	Relocation Expenses, Hotel/Motel Stays	https://sflcn.com/broward-county-emergency-rental-assistance-portal-opens-april-19/	https://www.sun-sentinel.com/business/fl-bz-broward-opens-rental-assistance-centers-20210625-om36bl6j5rhu7nqzt7yyomzq3a-story.html		4/19/2021	Broward County, Florida	26.190096, -80.365865
County	Florida	Clay County		Clay County Emergency Rental Assistance	Clay County has received $6.6 million from the Department of the Treasury through the CARES Act to provide rental assistance to eligible households negatively impacted due to COVID-19 and the resulting economic impact. Clay County residents can apply to cover the financial obligation of three months of past due rent, internet services, and utility and home energy costs, including electricity, gas, water, and fuel oil, incurred from March 2020 to now. This county-wide program covers unincorporated areas and all municipalities.	https://www.claycountygov.com/government/cares-act/emergency-rental-assistance		80% AMI or less, COVID Hardship, Housing Instability, Current Lease, Unspecified	Past Due Rent	Yes	W-9/Payee Information	Unknown		Clay County	City/County Department - Unspecified	$6,620,464.90	ERA Program - Treasury	Both	Both	15 months				Self-Attestation Permitted	Income Non-Traditional	No		Unknown	Yes		Electricity, gas, water, fuel oil, internet	Yes	Relocation Expenses, Internet, Uncategorized Housing Expenses	https://www.news4jax.com/news/local/2021/03/09/clay-county-gets-66-million-to-provide-rental-assistance/			3/15/2021	Clay County, Florida	29.9943564, -81.77870209999999
